address,area,rooms,bathrooms,garages,amenities,price,condo,neighborhood
"Rua Felipe Schmidt - Centro, Florianópolis - SC",120,3,2,1.0,nan,1600.0,705, Centro
"Servidão Heleodoro João Florindo - Barra da Lagoa, Florianópolis - SC",30,1,1,1.0,nan,1500.0,0, Barra da Lagoa
"Avenida César Seara - Carvoeira, Florianópolis - SC",57,2,1,1.0,nan,2000.0,439, Carvoeira
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",73,3,3,1.0,nan,1800.0,360, Trindade
"Rua Henrique Bruggemann - Centro, Florianópolis - SC",83,3,2,2.0,Elevador,5500.0,857, Centro
"Avenida Engenheiro Max de Souza - Coqueiros, Florianópolis - SC",48,1,1,1.0,Elevador,1350.0,450, Coqueiros
"Rodovia Amaro Antônio Vieira, 2371 - Itacorubi, Florianópolis - SC",61,2,2,1.0,"Área de serviço
Salão de festas
Salão de jogos
Sala de jantar",2000.0,680, Itacorubi
"Centro, Florianópolis - SC",107,3,3,1.0,"Varanda
Condomínio fechado
Cozinha
Garagem",2800.0,715, SC
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",79,2,1,1.0,Elevador,1600.0,754, Pantanal
"Avenida Desembargador Vítor Lima - Trindade, Florianópolis - SC",33,1,1,0.0,nan,1900.0,344, Trindade
"Rua Brisamar, 208 - Ingleses do Rio Vermelho, Florianópolis - SC",61,2,1,1.0,"Mobiliado
Área de serviço
Churrasqueira
Varanda
Jardim",1800.0,0, Ingleses do Rio Vermelho
"Rua Fernando Machado - Centro, Florianópolis - SC",23,1,1,0.0,"Mobiliado
Elevador
Salão de festas
Ar-condicionado
Armário na cozinha",799.0,400, Centro
"Rua Manoel Severino de Oliveira - Lagoa da Conceição, Florianópolis - SC",69,2,1,1.0,Elevador,2100.0,500, Lagoa da Conceição
"Avenida Madre Benvenuta, 322 - Trindade, Florianópolis - SC",82,3,2,2.0,"Área de serviço
Salão de festas
Academia",2900.0,700, Trindade
"Rua Eduardo Horn - Jardim Atlântico, Florianópolis - SC",20,1,1,0.0,Armário embutido,600.0,100, Jardim Atlântico
"Rua Narbal Matias Ferreira - Jardim Atlântico, Florianópolis - SC",27,1,1,0.0,nan,850.0,0, Jardim Atlântico
"Rua Narbal Matias Ferreira - Jardim Atlântico, Florianópolis - SC",27,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",900.0,0, Jardim Atlântico
"Rua Esteves Júnior - Centro, Florianópolis - SC",121,3,3,1.0,nan,2400.0,1100, Centro
"Pantanal, Florianópolis - SC",80,3,2,2.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",2750.0,595, SC
"Rua Padre Roma - Centro, Florianópolis - SC",134,2,2,1.0,nan,2350.0,330, Centro
"Centro, Florianópolis - SC",69,2,2,1.0,nan,1700.0,719, SC
"Rua Lauro Linhares - Trindade, Florianópolis - SC",75,2,2,1.0,"Elevador
Piscina",1850.0,700, Trindade
"Rua Anita Garibaldi, 140 - Centro, Florianópolis - SC",40,1,1,0.0,"Mobiliado
Cozinha
Segurança 24h",880.0,360, Centro
"Rua Fernando Osvaldo de Oliveira - Cachoeira do Bom Jesus, Florianópolis - SC",78,2,2,1.0,"Mobiliado
Elevador
Varanda
Ar-condicionado
Armário na cozinha",2750.0,600, Cachoeira do Bom Jesus
"Avenida Mauro Ramos - Centro, Florianópolis - SC",84,3,2,2.0,"Elevador
Piscina",1950.0,976, Centro
"Praia Brava, Florianópolis - SC",116,3,3,1.0,"Mobiliado
Piscina
Área de serviço
Varanda
Aquecimento",2500.0,900, SC
"Rua Lauro Linhares - Trindade, Florianópolis - SC",76,2,3,2.0,"Elevador
Piscina",3250.0,560, Trindade
"Centro, Florianópolis - SC",158,3,4,1.0,nan,3500.0,1545, SC
"Avenida Desembargador Vítor Lima - Trindade, Florianópolis - SC",84,2,2,1.0,Elevador,2100.0,714, Trindade
"Estrada Dom João Becker - Ingleses do Rio Vermelho, Florianópolis - SC",71,2,3,1.0,"Elevador
Área de serviço
Churrasqueira
Varanda
Ar-condicionado",2180.0,700, Ingleses do Rio Vermelho
"Rua São Francisco - Centro, Florianópolis - SC",70,2,2,1.0,Elevador,2500.0,353, Centro
"Avenida Jornalista Rubens de Arruda Ramos, 2508 - Centro, Florianópolis - SC",422,4,5,3.0,"Elevador
Churrasqueira
Varanda
Escritório
Quintal",5000.0,4296, Centro
"Rua Delminda Silveira - Agronômica, Florianópolis - SC",40,1,1,0.0,nan,1250.0,417, Agronômica
"Rua Alves de Brito - Centro, Florianópolis - SC",124,3,3,2.0,"Elevador
Salão de festas
Aceita animais",3980.0,1130, Centro
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",46,1,1,1.0,nan,1100.0,352, Itacorubi
"Rua Waldemar de Mello Dias - Açores, Florianópolis - SC",69,1,1,1.0,"Elevador
Aceita animais
Portão eletrônico",1200.0,357, Açores
"Rua Hipólito Mafra - Saco dos Limões, Florianópolis - SC",100,3,2,1.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",2600.0,600, Saco dos Limões
"Servidão Catarina Albina Gouvêa - Saco dos Limões, Florianópolis - SC",25,1,1,1.0,nan,1100.0,100, Saco dos Limões
"Rua Professor Milton Sullivan - Carvoeira, Florianópolis - SC",62,2,2,1.0,Elevador,2300.0,323, Carvoeira
"Avenida dos Búzios - Jurerê Internacional, Florianópolis - SC",61,1,1,1.0,"Salão de festas
Academia
Jardim
Ar-condicionado
Salão de jogos",5500.0,1900, Jurerê Internacional
"Rua Eduardo Horn - Jardim Atlântico, Florianópolis - SC",20,1,1,0.0,nan,600.0,100, Jardim Atlântico
"Rua Newton Ramos - Centro, Florianópolis - SC",125,3,1,3.0,nan,4400.0,1050, Centro
"Rua Oge Fortkamp - Trindade, Florianópolis - SC",74,2,2,1.0,Elevador,2200.0,320, Trindade
"Rua Professor Herminio Jacques - Centro, Florianópolis - SC",99,3,4,2.0,nan,5500.0,0, Centro
"Estrada Dom João Becker - Ingleses do Rio Vermelho, Florianópolis - SC",45,1,1,1.0,nan,2400.0,0, Ingleses do Rio Vermelho
"Rua Mario Giocondo Crocetta - Ingleses Norte, Florianópolis - SC",86,2,2,1.0,nan,1800.0,503, Ingleses Norte
"Rua João Meirelles, 1451 - Abraão, Florianópolis - SC",104,3,3,2.0,"Área de serviço
Churrasqueira
Varanda
Cozinha",2700.0,823, Abraão
"Centro, Florianópolis - SC",47,1,1,0.0,"Elevador
Área de serviço
Interfone",1000.0,441, SC
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",29,1,1,0.0,nan,1100.0,256, Itacorubi
"Centro, Florianópolis - SC",67,2,1,1.0,nan,1750.0,858, SC
"Rua Delminda Silveira - Agronômica, Florianópolis - SC",50,1,1,0.0,"Mobiliado
Piscina
Área de serviço
Churrasqueira
Ar-condicionado",1600.0,320, Agronômica
"Rua Salomé Damázio Jacques - Trindade, Florianópolis - SC",89,3,2,1.0,Elevador,2600.0,496, Trindade
"Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",48,2,1,1.0,nan,1500.0,232, Itacorubi
"Avenida Professor Milton Leite da Costa - Canasvieiras, Florianópolis - SC",50,1,1,1.0,"Mobiliado
Varanda
Ar-condicionado
Armário na cozinha
Armário embutido",900.0,320, Canasvieiras
"Rua Tenente Silveira - Centro, Florianópolis - SC",50,1,1,0.0,nan,1050.0,307, Centro
"Rua Santo Inácio de Loyola - Centro, Florianópolis - SC",180,4,5,3.0,nan,8500.0,0, Centro
"Avenida dos Salmões, 914 - Jurerê Internacional, Florianópolis - SC",50,1,1,0.0,"Mobiliado
Elevador
Churrasqueira
Varanda
Ar-condicionado",2500.0,0, Jurerê Internacional
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",41,1,1,0.0,nan,1150.0,297, Itacorubi
"Rua Presidente Coutinho, 414 - Centro, Florianópolis - SC",117,3,1,1.0,"Elevador
Área de serviço
Varanda
Cozinha
Interfone",4235.0,890, Centro
"Centro, Florianópolis - SC",29,1,1,1.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Sistema de alarme",1290.0,0, SC
"Servidão Bertolina Felicidade de Souza - Barra da Lagoa, Florianópolis - SC",40,1,1,0.0,nan,1200.0,0, Barra da Lagoa
"Rua Manoel Izidoro Januário - Armação do Pântano do Sul, Florianópolis - SC",56,1,1,1.0,nan,1500.0,0, Armação do Pântano do Sul
"Rua Felipe Schmidt - Centro, Florianópolis - SC",74,2,2,1.0,"Elevador
Sauna
Ar-condicionado
Salão de jogos
Armário na cozinha",4480.0,726, Centro
"Avenida Rio Branco - Centro, Florianópolis - SC",40,1,1,1.0,"Mobiliado
Elevador
Ar-condicionado
Armário na cozinha
Armário embutido",2000.0,0, Centro
"Servidão Corintians - Pantanal, Florianópolis - SC",55,2,2,1.0,Elevador,1700.0,461, Pantanal
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",64,2,1,0.0,nan,1200.0,461, Trindade
"Rua Padre Roma - Centro, Florianópolis - SC",48,1,1,0.0,Elevador,1400.0,361, Centro
"Carvoeira, Florianópolis - SC",32,1,1,0.0,"Churrasqueira
Espaço gourmet
Aquecimento
Interfone
Cozinha",1000.0,90, SC
"Rua Clorinda Ventimiglia - Cachoeira do Bom Jesus, Florianópolis - SC",45,1,1,1.0,nan,1450.0,0, Cachoeira do Bom Jesus
"Rua Lauro Linhares - Trindade, Florianópolis - SC",65,2,2,1.0,nan,1500.0,578, Trindade
"Rua Douglas Seabra Levier - Trindade, Florianópolis - SC",65,2,1,1.0,Elevador,1830.0,259, Trindade
"Rua Douglas Seabra Levier - Trindade, Florianópolis - SC",40,1,1,0.0,Elevador,1450.0,470, Trindade
"Rua Professora Enoé Schutel - Trindade, Florianópolis - SC",58,2,1,1.0,nan,1800.0,676, Trindade
"Rua Oge Fortkamp - Trindade, Florianópolis - SC",74,2,2,1.0,Elevador,2600.0,457, Trindade
"Rua José Cândido da Silva, 126 - Estreito, Florianópolis - SC",98,3,2,1.0,"Área de serviço
Varanda
Cozinha
Interfone",2350.0,411, Estreito
"Rua do Marisco, 475 - Ingleses do Rio Vermelho, Florianópolis - SC",60,1,1,1.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",1380.0,0, Ingleses do Rio Vermelho
"Servidão Amaral Antero Bastos - Itacorubi, Florianópolis - SC",70,2,1,1.0,nan,2200.0,350, Itacorubi
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",45,1,1,1.0,Elevador,2000.0,473, Córrego Grande
"Servidão Paulo Simão Martins - Rio Tavares, Florianópolis - SC",90,2,1,1.0,nan,2800.0,0, Rio Tavares
"Rua Tangará - Agronômica, Florianópolis - SC",96,3,3,1.0,Elevador,2000.0,590, Agronômica
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",78,3,1,0.0,nan,1750.0,449, Trindade
"Rua Lauro Linhares - Trindade, Florianópolis - SC",60,2,1,0.0,nan,1600.0,403, Trindade
"Travessa Antônio Francisco Alves - Ingleses do Rio Vermelho, Florianópolis - SC",26,1,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",869.0,0, Ingleses do Rio Vermelho
"Travessa do Carnavalesco - Saco dos Limões, Florianópolis - SC",35,1,1,1.0,Elevador,1850.0,284, Saco dos Limões
"Rua Oge Fortkamp - Trindade, Florianópolis - SC",120,3,2,1.0,Elevador,2200.0,665, Trindade
"Centro, Florianópolis - SC",64,2,1,1.0,nan,1800.0,579, SC
"Rua dos Ilhéus, 142 - Centro, Florianópolis - SC",40,1,1,0.0,Condomínio fechado,900.0,525, Centro
"Canto da Lagoa, Florianópolis - SC",50,1,1,0.0,nan,1300.0,0, SC
"Rua Laura Caminha Meira - Centro, Florianópolis - SC",70,2,1,0.0,nan,980.0,0, Centro
"Rua Lauro Linhares - Trindade, Florianópolis - SC",72,2,2,1.0,Elevador,2500.0,412, Trindade
"Rua Acelon Pacheco da Costa - Itacorubi, Florianópolis - SC",52,2,1,1.0,Elevador,1400.0,520, Itacorubi
"Rua José João Martendal - Trindade, Florianópolis - SC",72,2,2,1.0,Elevador,1800.0,476, Trindade
"Centro, Florianópolis - SC",56,2,1,1.0,"Elevador
Piscina
Salão de festas
Circuito de segurança
Vigia",1600.0,600, SC
"Rua Deputado Antônio Edu Vieira, 1422 - Pantanal, Florianópolis - SC",75,3,2,2.0,"Elevador
Piscina
Área de serviço
Churrasqueira
Varanda",2700.0,875, Pantanal
"Rua Esteves Júnior - Centro, Florianópolis - SC",86,2,2,1.0,Elevador,2200.0,785, Centro
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,1.0,nan,1700.0,363, Trindade
"Servidão Professora Adelina Gertrudes Jacinto - Itacorubi, Florianópolis - SC",92,3,3,2.0,"Elevador
Piscina",2950.0,755, Itacorubi
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",42,1,1,1.0,Elevador,1300.0,520, Carvoeira
"Rua Desembargador Arno Hoeschl - Centro, Florianópolis - SC",56,1,1,1.0,Elevador,1700.0,686, Centro
"Rodovia Virgílio Várzea - Monte Verde, Florianópolis - SC",38,1,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",1300.0,1, Monte Verde
"Rua Campolino Alves - Abraão, Florianópolis - SC",60,1,1,1.0,nan,1300.0,325, Abraão
"Rua José João Martendal - Trindade, Florianópolis - SC",48,1,1,1.0,Elevador,1450.0,252, Trindade
"Avenida Mauro Ramos, 1487 - Centro, Florianópolis - SC",63,2,2,1.0,"Área de serviço
Playground
Sala de jantar",2600.0,650, Centro
"Praça Esteves Júnior - Centro, Florianópolis - SC",120,3,2,2.0,"Elevador
Churrasqueira
Salão de festas
Playground
Quadra poliesportiva",2300.0,1100, Centro
"Avenida Mauro Ramos, 1206 - Centro, Florianópolis - SC",78,2,2,1.0,"Mobiliado
Área de serviço
Sala de jantar",2300.0,900, Centro
"Centro, Florianópolis - SC",110,3,3,1.0,nan,2500.0,633, SC
"Rua Almirante Lamego - Centro, Florianópolis - SC",74,2,2,1.0,Elevador,2200.0,474, Centro
"Rua Lauro Linhares - Trindade, Florianópolis - SC",45,1,1,0.0,nan,1600.0,280, Trindade
"Rua Anita Garibaldi - Centro, Florianópolis - SC",80,2,2,0.0,Elevador,2000.0,599, Centro
"Rua General Rosinha - Centro, Florianópolis - SC",48,1,1,1.0,nan,1230.0,250, Centro
"Rua Lauro Linhares - Trindade, Florianópolis - SC",77,1,1,1.0,nan,1570.0,373, Trindade
"Rua Hercílio de Aquino - Abraão, Florianópolis - SC",55,1,1,1.0,nan,1250.0,271, Abraão
"Jardim Atlântico, Florianópolis - SC",125,3,3,2.0,nan,4599.0,630, SC
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",65,2,2,1.0,"Elevador
Piscina",2350.0,577, Pantanal
"Rua Lauro Linhares - Trindade, Florianópolis - SC",46,1,1,1.0,nan,1400.0,480, Trindade
"Rua José João Martendal - Carvoeira, Florianópolis - SC",72,2,2,1.0,Elevador,1500.0,630, Carvoeira
"Rua Pastor William Richard Schisler Filho - Itacorubi, Florianópolis - SC",50,1,1,1.0,"Elevador
Piscina",2100.0,418, Itacorubi
"Rua Antônio Dib Mussi - Centro, Florianópolis - SC",116,3,2,1.0,nan,1800.0,606, Centro
"Rua General Bittencourt, 565 - Centro, Florianópolis - SC",56,2,1,1.0,"Piscina
Condomínio fechado",1600.0,600, Centro
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",75,2,1,1.0,nan,1400.0,660, Córrego Grande
"Rua Bocaiúva - Centro, Florianópolis - SC",145,3,2,1.0,Elevador,6600.0,956, Centro
"Rua Trajano Margarida - Trindade, Florianópolis - SC",73,3,1,1.0,nan,1350.0,686, Trindade
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",48,1,1,0.0,nan,1200.0,253, Itacorubi
"Rua Douglas Seabra Levier - Trindade, Florianópolis - SC",60,2,1,1.0,Elevador,1900.0,572, Trindade
"Rua General Eurico Gaspar Dutra, 726 - Estreito, Florianópolis - SC",40,1,1,1.0,"Elevador
Área de serviço
Academia
Condomínio fechado
Cozinha",950.0,0, Estreito
"Rua Capitão Américo - Córrego Grande, Florianópolis - SC",56,2,1,1.0,Elevador,1550.0,428, Córrego Grande
"Rua Delminda Silveira - Agronômica, Florianópolis - SC",121,3,4,2.0,Elevador,3800.0,1200, Agronômica
"Avenida Jornalista Rubens de Arruda Ramos - Centro, Florianópolis - SC",190,3,4,1.0,nan,4650.0,2183, Centro
"Rua São Francisco - Centro, Florianópolis - SC",120,3,4,1.0,"Elevador
Piscina",4300.0,750, Centro
"Rua Hipólito Mafra - Saco dos Limões, Florianópolis - SC",166,3,2,2.0,"Elevador
Piscina",3100.0,518, Saco dos Limões
"Rodovia Virgílio Várzea - Saco Grande, Florianópolis - SC",35,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",1200.0,0, Saco Grande
"Avenida Desembargador Vítor Lima - Trindade, Florianópolis - SC",47,1,1,1.0,nan,1500.0,368, Trindade
"Rua Joaquim Costa - Agronômica, Florianópolis - SC",88,3,2,1.0,Elevador,2200.0,972, Agronômica
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,0.0,nan,1400.0,428, Trindade
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,1.0,nan,1500.0,364, Trindade
"Servidão Maria Juliana Cordeiro - Córrego Grande, Florianópolis - SC",65,2,2,1.0,"Mobiliado
Armário na cozinha
Armário embutido",1962.0,50, Córrego Grande
"Rua Lauro Linhares - Trindade, Florianópolis - SC",89,3,2,1.0,nan,2400.0,640, Trindade
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,1.0,nan,1450.0,325, Trindade
"Rua Pastor William Richard Schisler Filho - Itacorubi, Florianópolis - SC",66,1,1,1.0,nan,1800.0,367, Itacorubi
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",59,2,1,1.0,nan,1500.0,518, Carvoeira
"Avenida Desembargador Vítor Lima - Trindade, Florianópolis - SC",24,1,1,0.0,"Mobiliado
Elevador
Ar-condicionado
Lavanderia
Armário na cozinha",2500.0,0, Trindade
"Rua Professora Maria do Patrocínio Coelho - Pantanal, Florianópolis - SC",21,1,1,0.0,"Mobiliado
Lavanderia
Armário na cozinha
Armário embutido",980.0,100, Pantanal
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",39,1,1,1.0,nan,1380.0,180, Pantanal
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",52,3,3,1.0,nan,2600.0,1100, Córrego Grande
"Avenida Governador Irineu Bornhausen - Agronômica, Florianópolis - SC",197,3,3,0.0,Elevador,3550.0,1600, Agronômica
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,0.0,nan,1300.0,403, Trindade
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",80,2,1,1.0,nan,1600.0,470, Trindade
"Rua Almirante Barroso - Lagoa da Conceição, Florianópolis - SC",110,3,2,1.0,"Mobiliado
Área de serviço
Varanda
Ar-condicionado
Armário na cozinha",3350.0,500, Lagoa da Conceição
"Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",57,2,1,1.0,"Elevador
Piscina",2200.0,550, Itacorubi
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",75,3,1,1.0,nan,1800.0,622, Trindade
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",39,1,1,1.0,nan,1200.0,330, Pantanal
"Servidão Wenceslau Martinho Vieira - Córrego Grande, Florianópolis - SC",88,2,1,2.0,Elevador,2550.0,526, Córrego Grande
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",90,3,2,1.0,"Elevador
Varanda
Ar-condicionado
Armário na cozinha
Armário embutido",2100.0,600, Córrego Grande
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",68,3,1,1.0,nan,1600.0,390, Trindade
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",62,2,1,1.0,nan,1500.0,459, Carvoeira
"Servidão Professora Adelina Gertrudes Jacinto - Itacorubi, Florianópolis - SC",92,3,2,2.0,"Elevador
Piscina",2950.0,1200, Itacorubi
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",55,2,1,0.0,nan,1350.0,320, Trindade
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",75,3,1,1.0,nan,1700.0,588, Trindade
"Rua Afonso Cardoso da Veiga - Canasvieiras, Florianópolis - SC",22,1,1,0.0,"Lavanderia
Armário na cozinha
Armário embutido",990.0,250, Canasvieiras
"Rua Afonso Cardoso da Veiga - Canasvieiras, Florianópolis - SC",22,1,1,0.0,"Ar-condicionado
Lavanderia
Armário na cozinha
Armário embutido",990.0,250, Canasvieiras
"Rua Afonso Cardoso da Veiga - Canasvieiras, Florianópolis - SC",22,1,1,0.0,"Ar-condicionado
Lavanderia
Armário na cozinha
Armário embutido",990.0,250, Canasvieiras
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",66,2,1,1.0,nan,1650.0,426, Trindade
"Rua Olympio da Silva - Pantanal, Florianópolis - SC",48,2,1,1.0,nan,1400.0,0, Pantanal
"Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",95,3,2,2.0,Elevador,2250.0,593, Itacorubi
"Rua Douglas Seabra Levier - Trindade, Florianópolis - SC",66,2,1,1.0,Elevador,1650.0,324, Trindade
"Rua José Maria da Luz - José Mendes, Florianópolis - SC",71,2,2,0.0,nan,1700.0,0, José Mendes
"Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",70,3,2,1.0,Elevador,2100.0,632, Itacorubi
"Rua dos Bambus - Itacorubi, Florianópolis - SC",35,1,1,0.0,nan,1100.0,0, Itacorubi
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",36,1,1,1.0,nan,1650.0,379, Córrego Grande
"Avenida César Seara - Carvoeira, Florianópolis - SC",57,2,1,1.0,nan,1500.0,715, Carvoeira
"Servidão Corujas do Sul - Campeche, Florianópolis - SC",30,1,1,1.0,nan,1600.0,0, Campeche
"Rua Osvaldo de Oliveira - Capoeiras, Florianópolis - SC",30,2,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",950.0,0, Capoeiras
"Servidão Professora Adelina Gertrudes Jacinto - Itacorubi, Florianópolis - SC",81,2,2,2.0,"Elevador
Piscina",2650.0,771, Itacorubi
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",62,2,1,1.0,nan,1600.0,474, Carvoeira
"Rua José João Martendal - Carvoeira, Florianópolis - SC",72,2,2,1.0,Elevador,2000.0,155, Carvoeira
"Rua Oge Fortkamp - Trindade, Florianópolis - SC",55,1,1,0.0,nan,1350.0,349, Trindade
"Rua Douglas Seabra Levier - Trindade, Florianópolis - SC",63,2,1,1.0,Elevador,1900.0,292, Trindade
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",62,2,1,1.0,Elevador,1750.0,389, Pantanal
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,1.0,nan,1500.0,358, Trindade
"Avenida Madre Benvenuta - Trindade, Florianópolis - SC",75,3,2,1.0,nan,2200.0,615, Trindade
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",45,1,1,0.0,nan,1400.0,385, Carvoeira
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",55,2,1,0.0,nan,1700.0,360, Trindade
"Rua dos Ilhéus, 142 - Centro, Florianópolis - SC",51,1,1,0.0,Condomínio fechado,900.0,613, Centro
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",33,1,1,0.0,nan,1250.0,336, Itacorubi
"Rua Leonel Pereira - Cachoeira do Bom Jesus, Florianópolis - SC",53,2,1,1.0,Piscina,1400.0,417, Cachoeira do Bom Jesus
"Servidão Alcides Anacleto Vieira - Pantanal, Florianópolis - SC",89,3,2,1.0,Elevador,2850.0,502, Pantanal
"Rua Olympio da Silva - Pantanal, Florianópolis - SC",48,3,1,1.0,nan,1550.0,0, Pantanal
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",63,1,1,1.0,nan,1250.0,355, Carvoeira
"Rua João Motta Espezim - Saco dos Limões, Florianópolis - SC",55,2,1,1.0,nan,1500.0,369, Saco dos Limões
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",59,3,1,1.0,nan,1500.0,556, Córrego Grande
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,1.0,nan,1400.0,370, Trindade
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",80,3,2,1.0,nan,1450.0,600, Carvoeira
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",28,1,1,1.0,nan,1100.0,350, Itacorubi
"Rua Lauro Linhares, 135 - Trindade, Florianópolis - SC",80,3,2,1.0,"Mobiliado
Churrasqueira
Varanda
Ar-condicionado
Condomínio fechado",2200.0,500, Trindade
"Rua José João Martendal - Carvoeira, Florianópolis - SC",88,3,2,1.0,Elevador,1800.0,709, Carvoeira
"Rua São Francisco - Centro, Florianópolis - SC",70,2,1,1.0,Elevador,1850.0,427, Centro
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",82,2,1,1.0,Elevador,1700.0,570, Pantanal
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",55,2,2,1.0,Elevador,1850.0,679, Trindade
"Rua Douglas Seabra Levier - Trindade, Florianópolis - SC",73,2,2,1.0,nan,1850.0,612, Trindade
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",42,1,1,1.0,Elevador,1400.0,405, Carvoeira
"Rua Capitão Américo - Córrego Grande, Florianópolis - SC",80,3,2,1.0,Elevador,2200.0,526, Córrego Grande
"Rua Acelon Pacheco da Costa - Itacorubi, Florianópolis - SC",77,2,2,1.0,Elevador,1800.0,575, Itacorubi
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",36,1,1,1.0,nan,2100.0,300, Carvoeira
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",32,1,1,1.0,nan,2100.0,300, Carvoeira
"Rua Europa - Trindade, Florianópolis - SC",81,2,1,0.0,nan,1550.0,466, Trindade
"Rua Oge Fortkamp - Trindade, Florianópolis - SC",74,2,2,1.0,Elevador,2600.0,453, Trindade
"Rua Lauro Linhares - Trindade, Florianópolis - SC",64,2,1,1.0,nan,1650.0,651, Trindade
"Rua General Bittencourt - Centro, Florianópolis - SC",90,3,1,0.0,Elevador,1300.0,437, Centro
"Rua Professor Milton Sullivan - Carvoeira, Florianópolis - SC",49,2,1,1.0,Elevador,2000.0,352, Carvoeira
"Rua Lauro Linhares - Trindade, Florianópolis - SC",65,2,2,1.0,nan,1500.0,560, Trindade
"Rua Pedro Vieira Vidal - Pantanal, Florianópolis - SC",69,2,2,2.0,"Elevador
Piscina",2500.0,570, Pantanal
"Rua Vereador Frederico Veras - Pantanal, Florianópolis - SC",73,2,2,2.0,Elevador,2200.0,590, Pantanal
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",70,3,2,0.0,nan,1800.0,585, Carvoeira
"Rua Luiz Oscar de Carvalho, 75 - Trindade, Florianópolis - SC",52,2,1,1.0,"Churrasqueira
Quadra poliesportiva
Condomínio fechado
Quintal
Interfone",1500.0,388, Trindade
"Rua Delminda Silveira - Agronômica, Florianópolis - SC",42,1,1,0.0,nan,1200.0,418, Agronômica
