address,area,rooms,bathrooms,garages,amenities,price,condo,neighborhood,zona
"Servidão Caminho do Sol - Vargem Grande, Florianópolis - SC",38,1,1,0.0,"Armário na cozinha
Armário embutido",1000.0,0, Vargem Grande,Norte
"Servidão Inêz Monteira da Silva - Cachoeira do Bom Jesus, Florianópolis - SC",60,1,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",830.0,0, Cachoeira do Bom Jesus,Norte
"Servidão Rio Ponche - São João do Rio Vermelho, Florianópolis - SC",40,2,1,1.0,Armário na cozinha,1062.0,0, São João do Rio Vermelho,Norte
"Rua da Escova de Garrafa - Cachoeira do Bom Jesus, Florianópolis - SC",58,1,1,1.0,"Salão de festas
Varanda
Armário na cozinha",1630.0,100, Cachoeira do Bom Jesus,Norte
"Servidão Maura de Abreu Nunes - São João do Rio Vermelho, Florianópolis - SC",54,1,1,1.0,Armário na cozinha,900.0,0, São João do Rio Vermelho,Norte
"Servidão São Paulo Apóstolo - Vargem Grande, Florianópolis - SC",35,1,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",981.0,0, Vargem Grande,Norte
"Servidão Pedras Brancas - Cachoeira do Bom Jesus, Florianópolis - SC",32,1,1,0.0,,800.0,0, Cachoeira do Bom Jesus,Norte
"Rua General Aleluia - Santo Antônio de Lisboa, Florianópolis - SC",30,1,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",880.0,0, Santo Antônio de Lisboa,Norte
"Servidão São Paulo - Vargem Grande, Florianópolis - SC",30,1,1,0.0,,950.0,0, Vargem Grande,Norte
"Servidão Caminho do Sol, 556 - Vargem Grande, Florianópolis - SC",38,1,1,0.0,"Armário na cozinha
Armário embutido",1000.0,0, Vargem Grande,Norte
"Rua Antenor Borges, 210 - Canasvieiras, Florianópolis - SC",40,1,1,1.0,"Mobiliado
Elevador
Varanda
Ar-condicionado
Armário na cozinha",10000.0,500, Canasvieiras,Norte
"Rua Ranulpho José de Souza Sobrinho, 323 - Canasvieiras, Florianópolis - SC",50,2,1,1.0,"Piscina
Ar-condicionado
Armário na cozinha
Armário embutido",3498.0,0, Canasvieiras,Norte
"Rua João Luiz da Silva Brito, 232 - Canasvieiras, Florianópolis - SC",132,3,2,1.0,"Mobiliado
Área de serviço
Churrasqueira
Varanda
Ar-condicionado",2800.0,515, Canasvieiras,Norte
"Rua Ovídio Zierke - Cachoeira do Bom Jesus, Florianópolis - SC",40,1,1,1.0,"Mobiliado
Churrasqueira
Armário na cozinha
Armário embutido",1200.0,0, Cachoeira do Bom Jesus,Norte
"Estrada Cristóvão Machado de Campos - Vargem Grande, Florianópolis - SC",30,1,1,0.0,"Mobiliado
Salão de festas
Playground
Varanda
Ar-condicionado",1275.0,0, Vargem Grande,Norte
"Rua Maurício Sílvio Raulino - Ponta das Canas, Florianópolis - SC",39,1,1,1.0,"Mobiliado
Ar-condicionado
Armário na cozinha
Armário embutido",1147.0,100, Ponta das Canas,Norte
"Rua Abel Álvares Cabral Júnior, 152 - Ingleses do Rio Vermelho, Florianópolis - SC",85,2,2,1.0,"Mobiliado
Churrasqueira
Salão de festas
Ar-condicionado
Condomínio fechado",1900.0,500, Ingleses do Rio Vermelho,Norte
"Servidão Doraci Pereira Antunes - Canasvieiras, Florianópolis - SC",30,1,1,1.0,"Armário na cozinha
Armário embutido",1000.0,0, Canasvieiras,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",22,1,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",1499.0,350, Ingleses do Rio Vermelho,Norte
"Avenida das Raias, 771 - Jurerê Internacional, Florianópolis - SC",75,2,1,0.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",2900.0,0, Jurerê Internacional,Norte
"Rua Afonso Cardoso da Veiga - Canasvieiras, Florianópolis - SC",22,1,1,0.0,"Mobiliado
Ar-condicionado
Lavanderia
Armário na cozinha
Armário embutido",990.0,250, Canasvieiras,Norte
"Rua Papaquara - Vargem Grande, Florianópolis - SC",36,1,1,1.0,"Mobiliado
Armário na cozinha",1360.0,0, Vargem Grande,Norte
"Rua Francisco Fausto Martins - Vargem Grande, Florianópolis - SC",38,1,1,0.0,,850.0,0, Vargem Grande,Norte
"Servidão Manoel Máximo da Luz - Vargem Grande, Florianópolis - SC",40,2,1,0.0,"Mobiliado
Lavanderia
Armário na cozinha
Armário embutido",1100.0,0, Vargem Grande,Norte
"Estrada Dom João Becker, 1026 - Ingleses do Rio Vermelho, Florianópolis - SC",88,2,2,2.0,"Área de serviço
Churrasqueira
Interfone",1500.0,405, Ingleses do Rio Vermelho,Norte
"Servidão Natalino Marinho do Rego - Ingleses do Rio Vermelho, Florianópolis - SC",30,1,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",880.0,0, Ingleses do Rio Vermelho,Norte
"Rua João Patrício, 552 - Ingleses do Rio Vermelho, Florianópolis - SC",55,2,1,1.0,"Mobiliado
Área de serviço
Varanda
Aquecimento
Próximo a transporte público",1050.0,100, Ingleses do Rio Vermelho,Norte
"Rua Maurício Sílvio Raulino - Ponta das Canas, Florianópolis - SC",39,1,1,1.0,"Mobiliado
Ar-condicionado
Armário na cozinha
Armário embutido",918.0,100, Ponta das Canas,Norte
"Servidão Aníbal Pedro de Oliveira - Ingleses do Rio Vermelho, Florianópolis - SC",31,1,1,1.0,,830.0,0, Ingleses do Rio Vermelho,Norte
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",90,3,2,0.0,,3700.0,288, Ingleses do Rio Vermelho,Norte
"Rua Maurício Sílvio Raulino - Ponta das Canas, Florianópolis - SC",39,1,1,1.0,"Mobiliado
Ar-condicionado
Armário na cozinha
Armário embutido",1020.0,100, Ponta das Canas,Norte
"Rua Maurício Sílvio Raulino - Ponta das Canas, Florianópolis - SC",39,1,1,1.0,"Ar-condicionado
Armário na cozinha
Armário embutido",935.0,100, Ponta das Canas,Norte
"Rua Mercúrio - Ingleses do Rio Vermelho, Florianópolis - SC",85,3,2,1.0,"Elevador
Salão de festas
Playground
Varanda
Ar-condicionado",2300.0,350, Ingleses do Rio Vermelho,Norte
"Servidão Acrópole - Ingleses do Rio Vermelho, Florianópolis - SC",30,1,1,1.0,"Mobiliado
Churrasqueira
Ar-condicionado
Armário na cozinha
Armário embutido",1100.0,0, Ingleses do Rio Vermelho,Norte
"Servidão Tiête - Ingleses do Rio Vermelho, Florianópolis - SC",65,2,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",1250.0,150, Ingleses do Rio Vermelho,Norte
"Rua do Vasco - Ingleses do Rio Vermelho, Florianópolis - SC",42,1,1,1.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",1600.0,280, Ingleses do Rio Vermelho,Norte
"Servidão Três Marias - Ingleses do Rio Vermelho, Florianópolis - SC",70,2,1,1.0,"Elevador
Churrasqueira
Salão de festas",1449.0,0, Ingleses do Rio Vermelho,Norte
"Servidão Gesso - Ingleses do Rio Vermelho, Florianópolis - SC",80,2,2,1.0,"Mobiliado
Armário na cozinha
Armário embutido",1300.0,0, Ingleses do Rio Vermelho,Norte
"Rua do Vasco - Ingleses do Rio Vermelho, Florianópolis - SC",55,2,1,1.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",1450.0,250, Ingleses do Rio Vermelho,Norte
"Rua Afonso Cardoso da Veiga - Canasvieiras, Florianópolis - SC",22,1,1,0.0,"Mobiliado
Ar-condicionado
Lavanderia
Armário na cozinha
Armário embutido",880.0,250, Canasvieiras,Norte
"Rua Afonso Cardoso da Veiga - Canasvieiras, Florianópolis - SC",22,1,1,0.0,"Mobiliado
Ar-condicionado
Lavanderia
Armário na cozinha
Armário embutido",990.0,250, Canasvieiras,Norte
"Avenida dos Dourados, 970 - Jurerê, Florianópolis - SC",50,2,2,2.0,"Mobiliado
Piscina
Área de serviço
Churrasqueira
Salão de festas",2900.0,0, Jurerê,Norte
"Estrada Vereador Onildo Lemos, 331 - Ingleses do Rio Vermelho, Florianópolis - SC",84,3,1,2.0,"Elevador
Área de serviço
Churrasqueira
Playground
Academia",1500.0,320, Ingleses do Rio Vermelho,Norte
"Rua Acary Margarida - Canasvieiras, Florianópolis - SC",30,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",900.0,0, Canasvieiras,Norte
"Rua Acary Margarida - Canasvieiras, Florianópolis - SC",24,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",1400.0,0, Canasvieiras,Norte
"Rua Acary Margarida - Canasvieiras, Florianópolis - SC",30,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",1150.0,0, Canasvieiras,Norte
"Rua Ovídio Zierke - Cachoeira do Bom Jesus, Florianópolis - SC",30,1,1,1.0,"Mobiliado
Churrasqueira
Armário na cozinha
Armário embutido",950.0,0, Cachoeira do Bom Jesus,Norte
"Rua do Vasco - Ingleses do Rio Vermelho, Florianópolis - SC",50,2,1,1.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Playground",1600.0,380, Ingleses do Rio Vermelho,Norte
"Rodovia Armando Calil Bulos - Vargem Grande, Florianópolis - SC",90,1,1,0.0,Ar-condicionado,700.0,0, Vargem Grande,Norte
"Rua dos Eucaliptos - Canasvieiras, Florianópolis - SC",58,1,1,1.0,"Mobiliado
Elevador
Piscina
Salão de festas
Varanda",1750.0,400, Canasvieiras,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",18,1,1,1.0,"Mobiliado
Churrasqueira
Ar-condicionado
Armário na cozinha
Armário embutido",1258.0,0, Ingleses do Rio Vermelho,Norte
"Estrada Dom João Becker - Ingleses do Rio Vermelho, Florianópolis - SC",95,2,2,2.0,,1500.0,404, Ingleses do Rio Vermelho,Norte
"Rua Jurerê Tradicional - Jurerê, Florianópolis - SC",116,3,2,2.0,"Mobiliado
Elevador
Piscina
Varanda
Ar-condicionado",5000.0,473, Jurerê,Norte
"Rodovia Virgílio Várzea - Canasvieiras, Florianópolis - SC",52,2,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",2000.0,350, Canasvieiras,Norte
"Rua Brisamar - Ingleses do Rio Vermelho, Florianópolis - SC",60,1,1,1.0,"Mobiliado
Elevador
Piscina
Salão de festas
Varanda",800.0,800, Ingleses do Rio Vermelho,Norte
"Rua Portal do Sol - Ingleses do Rio Vermelho, Florianópolis - SC",140,3,2,3.0,"Mobiliado
Ar-condicionado
Armário na cozinha
Armário embutido",2713.0,0, Ingleses do Rio Vermelho,Norte
"Estrada Dom João Becker - Ingleses do Rio Vermelho, Florianópolis - SC",72,2,3,2.0,"Mobiliado
Elevador
Piscina
Salão de festas
Varanda",3490.0,600, Ingleses do Rio Vermelho,Norte
"Servidão Flor - Ingleses do Rio Vermelho, Florianópolis - SC",55,2,1,1.0,"Varanda
Armário na cozinha",1300.0,200, Ingleses do Rio Vermelho,Norte
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",87,2,3,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",2320.0,500, Ingleses do Rio Vermelho,Norte
"Rua Heitor Bittencourt - Canasvieiras, Florianópolis - SC",45,1,1,1.0,"Mobiliado
Varanda
Ar-condicionado
Armário na cozinha
Armário embutido",1200.0,200, Canasvieiras,Norte
"Servidão Orleans - Ingleses do Rio Vermelho, Florianópolis - SC",55,1,1,1.0,,1300.0,10, Ingleses do Rio Vermelho,Norte
"Rua Jorge Mussi - Canasvieiras, Florianópolis - SC",50,2,1,0.0,"Armário na cozinha
Armário embutido",1200.0,0, Canasvieiras,Norte
"Rua Graciliano Manoel Gomes - Ingleses do Rio Vermelho, Florianópolis - SC",60,2,2,1.0,"Varanda
Armário na cozinha",1300.0,285, Ingleses do Rio Vermelho,Norte
"Travessa Nildo Neponoceno Fernandes - Ingleses do Rio Vermelho, Florianópolis - SC",49,2,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",1100.0,0, Ingleses do Rio Vermelho,Norte
"Servidão Capivari, 144 - Ingleses do Rio Vermelho, Florianópolis - SC",51,2,1,1.0,"Área de serviço
Churrasqueira
Interfone",1600.0,100, Ingleses do Rio Vermelho,Norte
"Rua do Vasco - Ingleses do Rio Vermelho, Florianópolis - SC",55,2,2,1.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",1450.0,300, Ingleses do Rio Vermelho,Norte
"Rua Lázaro de Oliveira Souza, 440 - Praia dos Ingleses, Florianópolis - SC",106,3,3,2.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",3400.0,0, Praia dos Ingleses,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",59,1,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",2706.0,0, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",59,1,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",2642.0,0, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",35,1,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",1499.0,350, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",59,1,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",2240.0,0, Ingleses do Rio Vermelho,Norte
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",68,2,1,1.0,"Elevador
Piscina
Churrasqueira
Salão de festas
Playground",1240.0,800, Ingleses do Rio Vermelho,Norte
"Rua Acary Margarida - Canasvieiras, Florianópolis - SC",40,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",1400.0,0, Canasvieiras,Norte
"Rua Antenor Borges - Canasvieiras, Florianópolis - SC",70,2,2,1.0,"Mobiliado
Elevador
Varanda
Ar-condicionado
Armário na cozinha",11720.0,500, Canasvieiras,Norte
"Rua Antenor Borges - Canasvieiras, Florianópolis - SC",40,1,1,1.0,"Mobiliado
Elevador
Salão de festas
Varanda
Ar-condicionado",4800.0,500, Canasvieiras,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",80,3,2,2.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",4166.0,0, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",60,2,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",2320.0,800, Ingleses do Rio Vermelho,Norte
"Rua Ranulpho José de Souza Sobrinho - Canasvieiras, Florianópolis - SC",50,2,1,1.0,"Piscina
Ar-condicionado
Armário na cozinha
Armário embutido",2600.0,0, Canasvieiras,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",40,1,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",1499.0,450, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",40,1,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",1499.0,450, Ingleses do Rio Vermelho,Norte
"Rua Ranulpho José de Souza Sobrinho - Canasvieiras, Florianópolis - SC",50,2,1,1.0,"Piscina
Ar-condicionado
Armário na cozinha
Armário embutido",3498.0,0, Canasvieiras,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",59,1,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",2644.0,0, Ingleses do Rio Vermelho,Norte
"Rua Ranulpho José de Souza Sobrinho - Canasvieiras, Florianópolis - SC",50,2,1,1.0,"Mobiliado
Piscina
Ar-condicionado
Armário na cozinha
Armário embutido",2600.0,0, Canasvieiras,Norte
"Estrada Dom João Becker - Ingleses do Rio Vermelho, Florianópolis - SC",32,1,1,0.0,,1200.0,120, Ingleses do Rio Vermelho,Norte
"Servidão Vicentina Custódia dos Santos - Ingleses do Rio Vermelho, Florianópolis - SC",47,1,1,1.0,"Playground
Varanda",1107.0,190, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",90,3,2,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",7200.0,0, Ingleses do Rio Vermelho,Norte
"Servidão Nova Era - Ingleses do Rio Vermelho, Florianópolis - SC",50,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",1190.0,0, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",60,2,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",2699.0,800, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",60,2,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",2699.0,800, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",90,3,2,2.0,"Mobiliado
Piscina
Ar-condicionado
Armário na cozinha
Armário embutido",3999.0,800, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",45,2,1,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Playground",1614.0,350, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",95,4,3,0.0,"Mobiliado
Piscina
Salão de festas
Playground
Ar-condicionado",3520.0,1000, Ingleses do Rio Vermelho,Norte
"Rua Dário Manoel Cardoso - Ingleses do Rio Vermelho, Florianópolis - SC",105,4,2,2.0,"Mobiliado
Varanda
Ar-condicionado
Armário na cozinha
Armário embutido",4299.0,1000, Ingleses do Rio Vermelho,Norte
"Avenida Luiz Boiteux Piazza - Canasvieiras, Florianópolis - SC",55,1,1,1.0,"Ar-condicionado
Armário embutido",1010.0,0, Canasvieiras,Norte
"Servidão Orleans, 231 - Ingleses do Rio Vermelho, Florianópolis - SC",35,1,1,1.0,"Mobiliado
Churrasqueira
Playground
Lavanderia
Armário na cozinha",1200.0,0, Ingleses do Rio Vermelho,Norte
"Estrada Dom João Becker, 1080 - Ingleses do Rio Vermelho, Florianópolis - SC",57,1,1,1.0,"Mobiliado
Elevador",990.0,239, Ingleses do Rio Vermelho,Norte
"Rodovia Virgílio Várzea, 4654 - Canasvieiras, Florianópolis - SC",42,2,1,1.0,"Área de serviço
Playground
Quadra poliesportiva
Interfone",1000.0,300, Canasvieiras,Norte
"Estrada Dom João Becker, 1080 - Ingleses do Rio Vermelho, Florianópolis - SC",57,1,1,1.0,"Mobiliado
Elevador",990.0,239, Ingleses do Rio Vermelho,Norte
"Servidão Pacífico, 38 - Cachoeira do Bom Jesus, Florianópolis - SC",33,2,1,0.0,Mobiliado,1300.0,100, Cachoeira do Bom Jesus,Norte
"Rua Manoel da Luz - Jurerê, Florianópolis - SC",44,1,1,1.0,"Mobiliado
Ar-condicionado
Armário embutido",1450.0,360, Jurerê,Norte
"Ingleses do Rio Vermelho, Florianópolis - SC",60,2,2,1.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Varanda",1400.0,150, SC,Norte
"Servidão Lua Nova - Ingleses do Rio Vermelho, Florianópolis - SC",70,2,2,1.0,"Mobiliado
Churrasqueira
Salão de festas
Ar-condicionado
Armário na cozinha",1700.0,0, Ingleses do Rio Vermelho,Norte
"Rua Graciliano Manoel Gomes, 2097 - Ingleses do Rio Vermelho, Florianópolis - SC",68,2,2,1.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Interfone",2100.0,200, Ingleses do Rio Vermelho,Norte
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",165,4,3,0.0,,5500.0,338, Ingleses do Rio Vermelho,Norte
"Rua Dante de Patta, 250 - Ingleses do Rio Vermelho, Florianópolis - SC",87,3,1,1.0,"Mobiliado
Área de serviço
Churrasqueira
Interfone",1600.0,519, Ingleses do Rio Vermelho,Norte
"Servidão do Skate - Canasvieiras, Florianópolis - SC",50,1,1,0.0,"Mobiliado
Ar-condicionado
Armário na cozinha
Armário embutido",1350.0,350, Canasvieiras,Norte
"Servidão do Skate - Canasvieiras, Florianópolis - SC",35,1,1,1.0,"Mobiliado
Elevador
Churrasqueira
Playground
Ar-condicionado",1350.0,350, Canasvieiras,Norte
"Servidão do Skate - Canasvieiras, Florianópolis - SC",50,1,1,1.0,"Mobiliado
Ar-condicionado
Armário na cozinha
Armário embutido",1350.0,350, Canasvieiras,Norte
"Rua Doutor Antônio Santaella, 111 - Canasvieiras, Florianópolis - SC",54,1,1,1.0,"Área de serviço
Interfone",1250.0,315, Canasvieiras,Norte
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",89,3,2,0.0,"Piscina
Área de serviço
Churrasqueira
Playground
Academia",4300.0,350, Ingleses do Rio Vermelho,Norte
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",90,3,2,0.0,,4500.0,330, Ingleses do Rio Vermelho,Norte
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",90,3,2,0.0,,4200.0,288, Ingleses do Rio Vermelho,Norte
"Canasvieiras, Florianópolis - SC",65,2,1,1.0,Área de serviço,2000.0,0, SC,Norte
"Ingleses do Rio Vermelho, Florianópolis - SC",68,2,2,1.0,"Área de serviço
Churrasqueira
Varanda
Cozinha
Interfone",1500.0,80, SC,Norte
"Servidão Ayrton Senna, 85 - Ingleses do Rio Vermelho, Florianópolis - SC",65,2,2,1.0,Área de serviço,1100.0,70, Ingleses do Rio Vermelho,Norte
"Cachoeira do Bom Jesus, Florianópolis - SC",45,1,1,1.0,,1200.0,0, SC,Norte
"Ingleses do Rio Vermelho, Florianópolis - SC",75,2,2,1.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Varanda",1800.0,450, SC,Norte
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",90,3,2,0.0,,3800.0,292, Ingleses do Rio Vermelho,Norte
"Rua dos Arenques, 26 - Jurerê, Florianópolis - SC",100,2,1,1.0,"Mobiliado
Varanda
Ar-condicionado
Lavanderia
Armário na cozinha",3024.0,0, Jurerê,Norte
"Rodovia José Carlos Daux - Santo Antônio de Lisboa, Florianópolis - SC",40,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",680.0,800, Santo Antônio de Lisboa,Norte
"Canasvieiras, Florianópolis - SC",45,1,1,1.0,,1600.0,0, SC,Norte
"Rodovia Virgílio Várzea, 4570 - Canasvieiras, Florianópolis - SC",55,2,1,0.0,"Elevador
Área de serviço
Churrasqueira
Playground
Academia",1300.0,322, Canasvieiras,Norte
"Ingleses do Rio Vermelho, Florianópolis - SC",59,1,1,1.0,"Mobiliado
Área de serviço
Churrasqueira
Varanda
Quadra poliesportiva",1350.0,356, SC,Norte
"Cachoeira do Bom Jesus, Florianópolis - SC",40,1,1,1.0,,1200.0,0, SC,Norte
"Rua Antenor Borges - Canasvieiras, Florianópolis - SC",40,1,1,1.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",4690.0,500, Canasvieiras,Norte
"Rua dos Arenques - Jurerê, Florianópolis - SC",100,2,1,1.0,"Mobiliado
Varanda
Ar-condicionado
Lavanderia
Armário na cozinha",3024.0,0, Jurerê,Norte
"Ingleses do Rio Vermelho, Florianópolis - SC",70,3,2,1.0,"Mobiliado
Área de serviço
Churrasqueira
Cozinha",1500.0,0, SC,Norte
"Rua dos Arenques - Jurerê, Florianópolis - SC",100,2,1,1.0,"Mobiliado
Ar-condicionado
Lavanderia
Armário na cozinha
Armário embutido",3024.0,0, Jurerê,Norte
"Ponta das Canas, Florianópolis - SC",40,1,1,1.0,"Mobiliado
Ar-condicionado
Conexão à internet",1600.0,0, SC,Norte
"Rua Manoel Mancellos Moura, 402 - Canasvieiras, Florianópolis - SC",110,2,2,1.0,"Área de serviço
Churrasqueira",1300.0,650, Canasvieiras,Norte
"Servidão Jorge Bittencourt, 55 - Vargem Pequena, Florianópolis - SC",74,3,2,1.0,"Área de serviço
Varanda",1750.0,75, Vargem Pequena,Norte
"Estrada Dom João Becker, 859 - Ingleses do Rio Vermelho, Florianópolis - SC",44,1,1,1.0,Salão de jogos,1350.0,350, Ingleses do Rio Vermelho,Norte
"Rua Professor Manoel do Lago Almeida - Jurerê, Florianópolis - SC",60,1,1,0.0,"Mobiliado
Ar-condicionado",3500.0,350, Jurerê,Norte
"Estrada Dom João Becker, 859 - Ingleses do Rio Vermelho, Florianópolis - SC",44,1,1,1.0,"Mobiliado
Salão de jogos",1500.0,350, Ingleses do Rio Vermelho,Norte
"Estrada Vereador Onildo Lemos, 331 - Ingleses do Rio Vermelho, Florianópolis - SC",48,1,1,1.0,"Elevador
Área de serviço
Churrasqueira
Playground
Academia",1100.0,200, Ingleses do Rio Vermelho,Norte
"Estrada Dom João Becker, 859 - Ingleses do Rio Vermelho, Florianópolis - SC",35,1,1,1.0,"Mobiliado
Salão de jogos",1200.0,350, Ingleses do Rio Vermelho,Norte
"Ingleses do Rio Vermelho, Florianópolis - SC",31,1,1,1.0,"Mobiliado
Área de serviço
Ar-condicionado
Cozinha",1250.0,120, SC,Norte
"Estrada Dom João Becker, 1080 - Ingleses do Rio Vermelho, Florianópolis - SC",57,2,1,1.0,"Mobiliado
Elevador
Área de serviço",1450.0,750, Ingleses do Rio Vermelho,Norte
"Estrada Dom João Becker, 859 - Ingleses do Rio Vermelho, Florianópolis - SC",38,1,1,1.0,Salão de jogos,1400.0,350, Ingleses do Rio Vermelho,Norte
"Rua dos Lordes, 565 - Ingleses do Rio Vermelho, Florianópolis - SC",84,2,2,1.0,"Elevador
Área de serviço
Interfone",1500.0,320, Ingleses do Rio Vermelho,Norte
"Rua Alcina Jannis, 91 - Cachoeira do Bom Jesus, Florianópolis - SC",85,3,2,1.0,"Elevador
Área de serviço
Churrasqueira
Interfone",2400.0,396, Cachoeira do Bom Jesus,Norte
"Rua das Gaivotas, 849 - Ingleses do Rio Vermelho, Florianópolis - SC",74,2,2,1.0,"Elevador
Área de serviço
Churrasqueira
Interfone",2300.0,613, Ingleses do Rio Vermelho,Norte
"Rua da Quaresmeira Roxa, 363 - Cachoeira do Bom Jesus, Florianópolis - SC",42,1,1,1.0,"Elevador
Área de serviço
Interfone",1200.0,350, Cachoeira do Bom Jesus,Norte
"Ingleses do Rio Vermelho, Florianópolis - SC",60,2,2,1.0,"Elevador
Churrasqueira
Varanda
Ar-condicionado
Cozinha",1800.0,320, SC,Norte
"Rua Abel Álvares Cabral Júnior, 503 - Ingleses do Rio Vermelho, Florianópolis - SC",96,2,2,2.0,"Elevador
Área de serviço
Interfone",1800.0,778, Ingleses do Rio Vermelho,Norte
"Estrada Dom João Becker, 859 - Ingleses do Rio Vermelho, Florianópolis - SC",44,1,1,1.0,Salão de jogos,1500.0,350, Ingleses do Rio Vermelho,Norte
"Servidão Abelardo Manoel dos Santos, 146 - Ingleses do Rio Vermelho, Florianópolis - SC",42,2,1,1.0,"Área de serviço
Churrasqueira",1100.0,60, Ingleses do Rio Vermelho,Norte
"Rua Abel Álvares Cabral Júnior, 152 - Ingleses do Rio Vermelho, Florianópolis - SC",74,2,2,1.0,"Área de serviço
Interfone",1300.0,390, Ingleses do Rio Vermelho,Norte
